1,1030,1,964982903
1,1024,1,964982876
1,2116,1,964982876
1,1029,1,964982855
1,2141,1,964982838
1,596,1,964982838
1,2096,1,964982838
1,2090,1,964982838
1,661,1,964982838
1,2078,1,964982838
1,2048,1,964982791
1,1032,1,964982791
1,2137,1,964982791
1,3034,1,964982791
1,2139,1,964982791
1,1025,1,964982791
1,2761,1,964982703
1,2899,1,964982703
1,1282,1,964982703
1,1,1,964982703
1,1023,1,964982681
1,1031,1,964982653
1,552,1,964982653
1,2094,1,964982653
1,736,1,964982653
1,1377,1,964982653
1,2450,1,964982620
1,2641,1,964982620
1,1552,1,964982620
1,1676,1,964982620
1,2470,1,964982588
1,2617,1,964982588
1,362,1,964982588
1,2099,1,964982588
1,648,1,964982563
1,2046,1,964982563
1,349,1,964982563
1,590,1,964982546
1,2115,1,964982529
1,2414,1,964982513
1,1127,1,964982513
1,3168,1,964982495
1,2987,1,964982495
1,919,1,964982475
1,2366,1,964982462
1,3740,1,964982417
1,1049,1,964982400
1,733,1,964982400
1,70,1,964982400
1,2058,1,964982400
1,2640,1,964982377
1,3729,1,964982363
1,423,1,964982363
1,480,1,964982346
1,1587,1,964982346
1,2528,1,964982328
1,3441,1,964982328
1,1408,1,964982310
1,2406,1,964982310
1,316,1,964982310
1,2273,1,964982310
1,1275,1,964982290
1,1573,1,964982290
1,2916,1,964982290
1,3527,1,964982271
1,3639,1,964982271
1,2991,1,964982271
1,592,1,964982271
1,2529,1,964982242
1,2993,1,964982242
1,2427,1,964982242
1,6,1,964982224
1,2000,1,964982211
1,2948,1,964982191
1,1954,1,964982176
1,110,1,964982176
1,940,1,964982176
1,2947,1,964982176
1,3703,1,964981909
1,457,1,964981909
1,1291,1,964981909
1,1222,1,964981909
1,1220,1,964981909
1,2949,1,964981888
1,2028,1,964981888
1,2571,1,964981888
1,2944,1,964981872
1,1197,1,964981872
1,3062,1,964981872
1,3793,1,964981855
1,1214,1,964981855
1,2692,1,964981855
1,1196,1,964981827
1,1198,1,964981827
1,3439,1,964981799
1,3440,1,964981799
1,1920,1,964981780
1,1009,1,964981775
1,3489,1,964981775
1,2253,1,964981775
1,673,1,964981775
1,2054,1,964981747
1,2105,1,964981725
1,3479,1,964981725
1,2143,1,964981725
1,2797,1,964981710
1,367,1,964981710
1,2005,1,964981710
1,1967,1,964981710
1,2193,1,964981710
1,2093,1,964981710
1,2161,1,964981710
1,260,1,964981680
1,2174,1,964981680
1,1097,1,964981680
1,1073,1,964981680
1,2872,1,964981680
1,3671,1,964981589
1,923,1,964981529
1,1927,1,964981497
1,1256,1,964981442
1,1793,1,964981404
1,1080,1,964981327
1,1136,1,964981327
1,2502,1,964981278
1,2542,1,964981265
1,3,1,964981247
1,1777,1,964981230
1,3809,1,964981220
1,500,1,964981208
1,216,1,964981208
1,3052,1,964981208
1,1042,1,964981179
1,231,1,964981179
1,333,1,964981179
1,543,1,964981179
1,2596,1,964981144
1,3450,1,964981144
1,1580,1,964981125
1,1732,1,964981125
1,3253,1,964981107
1,1517,1,964981107
1,3243,1,964981093
1,2395,1,964981093
1,223,1,964980985
1,2700,1,964980985
1,1500,1,964980985
1,356,1,964980962
1,1060,1,964980924
1,235,1,964980908
1,2997,1,964980896
1,1473,1,964980875
1,441,1,964980868
1,101,1,964980868
1,2858,1,964980868
1,3744,1,964980694
1,3617,1,964980683
1,3578,1,964980668
1,2628,1,964980523
1,2826,1,964980523
1,2018,1,964980523
1,1210,1,964980499
1,804,1,964980499
2,109487,1,1445715145
2,58559,1,1445715141
2,48516,1,1445715064
2,333,1,1445715029
2,46970,1,1445715013
2,60756,1,1445714980
2,71535,1,1445714974
2,106782,1,1445714966
2,8798,1,1445714960
2,6874,1,1445714952
2,77455,1,1445714941
2,91658,1,1445714938
2,74458,1,1445714926
2,91529,1,1445714891
2,3578,1,1445714885
2,112552,1,1445714882
2,99114,1,1445714874
2,115713,1,1445714854
2,131724,1,1445714851
2,79132,1,1445714841
2,318,1,1445714835
3,3024,1,1306464054
3,7899,1,1306464036
3,5764,1,1306464021
3,1587,1,1306464003
3,26409,1,1306463993
3,2851,1,1306463925
3,5919,1,1306463825
3,70946,1,1306463815
3,4518,1,1306463770
3,5181,1,1306463718
