1,589,5.690287
1,2916,5.677665
1,858,5.436561
1,1036,5.395475
1,1210,5.391376
1,1610,5.140807
1,1968,5.118877
1,592,5.109647
1,2918,5.106223
1,1270,5.078371
1,924,4.880070
1,1221,4.877217
1,2762,4.848616
1,380,4.843900
1,1197,4.585427
1,377,4.575073
1,32,4.550246
1,1527,4.543232
1,1387,4.258701
1,1391,4.198605
2,2959,3.824209
2,593,3.478070
2,2571,3.425316
2,356,2.969095
2,527,2.963293
2,2028,2.856434
2,7153,2.614792
2,2329,2.523924
2,116797,2.507656
2,858,2.349226
2,5952,2.334419
2,44191,2.282137
2,50,2.280857
2,59315,2.232690
2,63082,2.221740
2,4993,2.218616
2,296,2.211670
2,3949,2.063588
2,33794,2.050298
2,2858,2.044416
3,318,0.932393
3,1214,0.910717
3,1200,0.905088
3,2641,0.891411
3,1097,0.855331
3,260,0.849593
3,1196,0.848268
3,593,0.846338
3,1210,0.843356
3,589,0.842580
3,919,0.833989
3,296,0.833874
3,2858,0.819367
3,1,0.803059
3,1968,0.787495
3,2762,0.784015
3,1259,0.783592
3,2028,0.781026
3,2571,0.780609
3,1265,0.777415
4,858,4.435338
4,2918,4.223836
4,1089,4.013560
4,1206,4.011573
4,2396,3.982016
4,1968,3.903459
4,318,3.892208
4,1,3.804050
4,1210,3.672604
4,1208,3.565529
4,2797,3.547484
4,1097,3.524518
4,356,3.522934
4,480,3.496277
4,1221,3.485264
4,778,3.439740
4,2762,3.403304
4,1196,3.383976
4,50,3.375437
4,1270,3.314965
5,380,9.285165
5,165,8.071440
5,480,7.532117
5,434,7.124779
5,356,6.644632
5,292,6.641038
5,339,6.585439
5,185,6.577407
5,500,6.260477
5,47,6.178276
5,539,5.943743
5,454,5.776170
5,208,5.668777
5,377,5.543771
5,225,5.400992
5,161,5.233064
5,329,5.025402
5,587,4.979687
5,231,4.825395
5,288,4.348006
6,377,7.955383
6,442,5.840154
6,39,5.425929
6,410,5.397906
6,357,5.292928
6,300,5.205185
6,420,5.155389
